time	field_x	field_y	field_z	keithley_1	lockin_1_X	lockin_1_phase	lockin_1_processed	conductance
288.19851875305176	0.25411	-1.53651	1e-05	-0.000178418881	0.000140817	-4.212	1.9112461678722605e-05	0.24667314612637364
288.95951890945435	0.25408	-1.5364	1e-05	-0.000190170894	0.00013879	-4.614	1.8718899206642776e-05	0.2415936699805414
289.72051882743835	0.25406	-1.53628	3e-05	-0.000174713855	0.000139357	-4.26	1.8828488498098953e-05	0.24300807361727178
290.50351881980896	0.25405	-1.53617	0.0	-0.000176166163	0.000141741	-4.47	1.9293523055442244e-05	0.2490099973487951
291.2785186767578	0.25403	-1.53607	1e-05	-0.000176226984	0.000141562	-3.87	1.92583655482496e-05	0.24855624036788118
292.0395188331604	0.25401	-1.53594	-1e-05	-0.000186773267	0.000142396	-4.17	1.942250862935531e-05	0.2506747372371933
292.907518863678	0.25398	-1.53583	-0.0	-0.000179251799	0.000138463	-3.072	1.8655872014376862e-05	0.24078021559308
293.68551874160767	0.25397	-1.53571	-0.0	-0.00015627658	0.000137568	-4.494	1.8484017846630127e-05	0.2385621963266131
294.57551884651184	0.25395	-1.53558	-1e-05	-0.000156415117	0.000141622	-4.104	1.927014579873631e-05	0.2487082810363498
295.44451880455017	0.25393	-1.53545	1e-05	-0.00017801679	0.000140668	-4.32	1.9083362304318345e-05	0.24629757785289483
296.2055187225342	0.25391	-1.53533	-2e-05	-0.000197292615	0.000142486	-4.566	1.9440273271962415e-05	0.25090401488626685
296.9805188179016	0.25389	-1.53523	-1e-05	-0.000194203685	0.000141741	-3.93	1.9293523055442244e-05	0.2490099973487951
297.76451897621155	0.25386	-1.53512	-1e-05	-0.00018397378	0.000142188	-5.874	1.93814909235298e-05	0.25014534616696144
298.6335186958313	0.25385	-1.53499	0.0	-0.000176366626	0.000142158	-4.11	1.9375579322115504e-05	0.25006904865259505
299.3945188522339	0.25382	-1.53488	-0.0	-0.000159750615	0.000141383	-4.236	1.922324740136599e-05	0.24810299138700542
300.1645188331604	0.25381	-1.53477	-2e-05	-0.000151785354	0.000140847	-4.08	1.9118323887340137e-05	0.24674880615736514
300.95051884651184	0.25378	-1.53465	1e-05	-0.00020237847	0.000141622	-4.146	1.927014579873631e-05	0.2487082810363498
301.71151900291443	0.25376	-1.53454	-3e-05	-0.000193104924	0.00014037	-4.824	1.9025244652541344e-05	0.24554748797696482
302.47251892089844	0.25375	-1.53443	0.0	-0.000153808223	0.000141949	-4.38	1.9334426001370184e-05	0.24953790728146036
303.23351883888245	0.25374	-1.53432	1e-05	-0.000195884116	0.000144751	-2.922	1.989067769413542e-05	0.25671711618709686
304.13951897621155	0.25371	-1.53419	0.0	-0.000187929489	0.000141473	-4.416	1.9240899654429562e-05	0.24833081849125843
304.90051889419556	0.25369	-1.53408	0.0	-0.000178769743	0.00013879	-4.374	1.8718899206642776e-05	0.2415936699805414
305.66151881217957	0.25368	-1.53398	-2e-05	-0.000171049435	0.000138731	-4.02	1.87075178756158e-05	0.24144677792766392
306.4225187301636	0.25365	-1.53385	-0.0	-0.000180067875	0.000142367	-4.722	1.9416786603492735e-05	0.2506008864614291
307.20751881599426	0.25364	-1.53374	1e-05	-0.000179119514	0.000144214	-3.618	1.97833108700088e-05	0.2553313966109318
307.9765188694	0.25361	-1.53363	2e-05	-0.000176073383	0.000139476	-4.626	1.8851537768888458e-05	0.24330555681107174
308.7385187149048	0.2536	-1.53352	0.0	-0.000188097406	0.000146718	-3.768	2.0287088006264925e-05	0.26183334770628325
